file,line,ref_type,target,ref_context,target_title,target_excerpt,score,ref_tokens,target_tokens,sufficient,auto_category,manual_label
BACKLOG-030_embedding-visualization-standard.md,74,appendix,D.2,- Appendix D.2: NLP Domain Adaptation,NLP Projects,,0.0000,21,2,False,insufficient,
BACKLOG-031_grouped-data-splitting.md,13,section,2.4,DSM Section 2.4 addresses basic train/test splitting and the project already ...,Phase 3: Analysis,,0.0880,81,3,True,drift,
BACKLOG-031_grouped-data-splitting.md,17,section,2.4,Add **Grouped Data Splitting** guidance to Section 2.4 (Analysis) or Appendix...,Phase 3: Analysis,,0.0864,84,3,True,drift,
BACKLOG-031_grouped-data-splitting.md,17,appendix,B,Add **Grouped Data Splitting** guidance to Section 2.4 (Analysis) or Appendix...,Phase Deep Dives,**File:** `DSM_1.0_Methodology_Appendices.md` (Section B) **Purpose:** Detail...,0.1265,84,12,True,match,
BACKLOG-031_grouped-data-splitting.md,55,section,2.4,**Section 2.4** (Analysis) - Data splitting subsection,Phase 3: Analysis,,0.2426,43,3,True,match,
BACKLOG-031_grouped-data-splitting.md,56,appendix,B,OR **Appendix B** - Phase deep dive for analysis,Phase Deep Dives,**File:** `DSM_1.0_Methodology_Appendices.md` (Section B) **Purpose:** Detail...,0.1481,42,12,True,match,
BACKLOG-031_grouped-data-splitting.md,68,section,2.4,- Section 2.4: Analysis,Phase 3: Analysis,,0.2326,33,3,True,match,
BACKLOG-031_grouped-data-splitting.md,69,appendix,B,- Appendix B: Phase Deep Dives,Phase Deep Dives,**File:** `DSM_1.0_Methodology_Appendices.md` (Section B) **Purpose:** Detail...,0.3128,27,12,True,match,
BACKLOG-031_grouped-data-splitting.md,70,section,2.4.6,- Section 2.4.6: Model Comparison Documentation (v1.3.11),Model Comparison Documentation,"When comparing multiple models or approaches, use this structured template to...",0.1649,19,17,True,match,
BACKLOG-032_debugging-log-template.md,20,section,6.1,Add a **Debugging Log Template** to PM Guidelines or Section 6.1 (Session Man...,Session Management,,0.0000,33,2,False,insufficient,
BACKLOG-032_debugging-log-template.md,61,section,6.1,OR **Section 6.1** (Session Management) - As a session artifact template,Session Management,,0.0000,44,2,False,insufficient,
BACKLOG-032_debugging-log-template.md,72,section,6.1,- Section 6.1: Session Management,Session Management,,0.0000,29,2,False,insufficient,
BACKLOG-032_debugging-log-template.md,74,section,6.4,- Section 6.4: Checkpoint Protocol,Checkpoint and Feedback Protocol,,0.3479,17,3,True,match,
BACKLOG-033_scope-review-checkpoint.md,58,section,6.4,- Section 6.4: Checkpoint Protocol,Checkpoint and Feedback Protocol,,0.1730,26,3,True,match,
BACKLOG-034_documentation-audit-step.md,17,section,6.4,Add a **Documentation Audit** step to Section 6.4 (Checkpoint Protocol) or PM...,Checkpoint and Feedback Protocol,,0.2059,72,3,True,match,
BACKLOG-034_documentation-audit-step.md,48,section,6.4,**Section 6.4** (Checkpoint Protocol) - Add as a closure subsection,Checkpoint and Feedback Protocol,,0.2756,36,3,True,match,
BACKLOG-034_documentation-audit-step.md,60,section,6.4,- Section 6.4: Checkpoint Protocol,Checkpoint and Feedback Protocol,,0.3009,32,3,True,match,
BACKLOG-034_documentation-audit-step.md,61,section,6.4.5,- Section 6.4.5: Project Feedback Deliverables (v1.3.12),Project Feedback Deliverables,"At project start, create two feedback files in `docs/feedback/`. These files ...",0.2462,26,29,True,match,
BACKLOG-035_presentation-preparation-checklist.md,13,section,2.5,DSM Section 2.5 (Communication) covers presentation as a deliverable but does...,Phase 4: Communication,,0.1408,67,3,True,match,
BACKLOG-035_presentation-preparation-checklist.md,17,section,2.5,Add a **Presentation Preparation Checklist** to Section 2.5 (Communication) o...,Phase 4: Communication,,0.1404,67,3,True,match,
BACKLOG-035_presentation-preparation-checklist.md,42,section,2.5,**Section 2.5** (Communication) - Presentation preparation subsection,Phase 4: Communication,,0.1979,48,3,True,match,
BACKLOG-035_presentation-preparation-checklist.md,50,section,2.5,- [ ] Referenced from Section 2.5 Communication,Phase 4: Communication,,0.4174,37,3,True,match,
BACKLOG-035_presentation-preparation-checklist.md,54,section,2.5,- Section 2.5: Communication,Phase 4: Communication,,0.3873,36,3,True,match,
BACKLOG-037_dsm-claude-skills-library.md,150,section,6.1,- **Section 6.1:** Session Management (checkpoint protocol),Session Management,,0.0000,43,2,False,insufficient,
BACKLOG-037_dsm-claude-skills-library.md,151,section,6.4,- **Section 6.4:** Checkpoint and Feedback Protocol,Checkpoint and Feedback Protocol,,0.4529,37,3,True,match,
BACKLOG-038_dsm4-project-structure-pattern.md,25,section,2,**Suggested location:** DSM 4.0 Section 2 or Section 14 (before IDE Configura...,Making Changes,**Fork and Clone:**,0.0000,43,4,True,drift,
BACKLOG-038_dsm4-project-structure-pattern.md,25,section,14,**Suggested location:** DSM 4.0 Section 2 or Section 14 (before IDE Configura...,Sprint Planning Template,,0.0000,43,3,True,drift,
BACKLOG-038_dsm4-project-structure-pattern.md,109,section,2,**DSM_4.0:** Add as new section (Section 2: Project Structure Patterns) or su...,Making Changes,**Fork and Clone:**,0.0000,34,4,True,drift,
BACKLOG-038_dsm4-project-structure-pattern.md,109,section,14,**DSM_4.0:** Add as new section (Section 2: Project Structure Patterns) or su...,Sprint Planning Template,,0.0000,34,3,True,drift,
BACKLOG-038_dsm4-project-structure-pattern.md,141,section,14,- **DSM 4.0 Section 14:** IDE Configuration (adjacent location),Sprint Planning Template,,0.0000,30,3,True,drift,
BACKLOG-039_phase-0.5-research-grounding.md,47,section,2,3. **DSM 4.0 Section 2:** Add research step to project initialization sequence,Making Changes,**Fork and Clone:**,0.0000,44,4,True,drift,
BACKLOG-039_phase-0.5-research-grounding.md,86,appendix,E,- Consider adding a research document template to Appendix E,Quick Reference,**File:** `DSM_1.0_Methodology_Appendices.md` (Section E) **Purpose:** Checkl...,0.0000,28,11,True,drift,
BACKLOG-041_consolidate-validation-feedback.md,13,section,6.4.5,The Validation Tracker (Appendix E.12) and feedback files (Section 6.4.5) ove...,Project Feedback Deliverables,"At project start, create two feedback files in `docs/feedback/`. These files ...",0.3845,91,29,True,match,
BACKLOG-041_consolidate-validation-feedback.md,13,appendix,E.12,The Validation Tracker (Appendix E.12) and feedback files (Section 6.4.5) ove...,DSM Validation Tracker (Integrated into Feedback System),,0.5211,91,6,True,match,
BACKLOG-041_consolidate-validation-feedback.md,32,appendix,E.12,- Retire Appendix E.12 as a standalone template; integrate scoring into metho...,DSM Validation Tracker (Integrated into Feedback System),,0.2436,56,6,True,match,
BACKLOG-041_consolidate-validation-feedback.md,44,section,6.4.5,1. **Section 6.4.5:** Update feedback file descriptions,Project Feedback Deliverables,"At project start, create two feedback files in `docs/feedback/`. These files ...",0.3084,43,29,True,match,
BACKLOG-041_consolidate-validation-feedback.md,45,appendix,E.12,2. **Appendix E.12:** Either retire or rename template,DSM Validation Tracker (Integrated into Feedback System),,0.2139,37,6,True,match,
BACKLOG-041_consolidate-validation-feedback.md,75,section,6.4.5,- **Section 6.4.5:** Project Feedback Deliverables,Project Feedback Deliverables,"At project start, create two feedback files in `docs/feedback/`. These files ...",0.4264,39,29,True,match,
BACKLOG-041_consolidate-validation-feedback.md,76,appendix,E.12,- **Appendix E.12:** Validation Tracker template,DSM Validation Tracker (Integrated into Feedback System),,0.4746,39,6,True,match,
BACKLOG-042_standardize-docs-substructure.md,72,section,2,3. **DSM 4.0 Section 2:** Update project structure pattern (BACKLOG-038) with...,Making Changes,**Fork and Clone:**,0.0000,41,4,True,drift,
BACKLOG-043_pre-generation-brief.md,13,section,3,DSM 4.0 Section 3 (Development Workflow) and the Custom Instructions describe...,Standards to Follow,**Documentation Style:**,0.0000,71,4,True,drift,
BACKLOG-043_pre-generation-brief.md,58,section,3,2. **DSM 4.0 Section 3:** Reference pre-generation brief in development workflow,Standards to Follow,**Documentation Style:**,0.0915,36,4,True,drift,
BACKLOG-043_pre-generation-brief.md,83,section,3,- **DSM 4.0 Section 3:** Development Workflow,Standards to Follow,**Documentation Style:**,0.0916,38,4,True,drift,
BACKLOG-045_notebook-collaboration-protocol.md,53,section,6.2.5,2. **Section 6.2.5:** Reference the protocol mechanics,Progressive Execution Standard (Cell-by-Cell Protocol),**Jupyter Notebook Execution Best Practice:**,0.1643,48,10,True,match,
BACKLOG-045_notebook-collaboration-protocol.md,54,section,7.1,3. **Section 7.1:** Reference the protocol mechanics,Cell-by-Cell Development,,0.0000,41,2,False,insufficient,
BACKLOG-045_notebook-collaboration-protocol.md,81,section,6.2.5,- **Section 6.2.5:** Progressive Execution,Progressive Execution Standard (Cell-by-Cell Protocol),**Jupyter Notebook Execution Best Practice:**,0.3744,45,10,True,match,
BACKLOG-045_notebook-collaboration-protocol.md,82,section,7.1,- **Section 7.1:** Cell-by-Cell Development,Cell-by-Cell Development,,0.0000,38,2,False,insufficient,
BACKLOG-046_dsm-to-project-governance.md,111,section,6.5,1. **New DSM section:** Section 6.5 (Gateway Review Protocol) or similar,Gateway Review Protocol,,0.5548,58,3,True,match,
BACKLOG-046_dsm-to-project-governance.md,114,appendix,E,4. **Appendix E:** Gateway checklist templates (E.13 or similar),Quick Reference,**File:** `DSM_1.0_Methodology_Appendices.md` (Section E) **Purpose:** Checkl...,0.0767,46,11,True,drift,
BACKLOG-046_dsm-to-project-governance.md,165,appendix,E,- Consider formalizing the alignment report as a template in Appendix E,Quick Reference,**File:** `DSM_1.0_Methodology_Appendices.md` (Section E) **Purpose:** Checkl...,0.0000,43,11,True,drift,
BACKLOG-047_claude-md-protocol-reinforcement.md,57,section,6.5,- Section 6.5: Gateway Review Protocol (alignment reports can catch this at G...,Gateway Review Protocol,,0.4487,44,3,True,match,
BACKLOG-049_fixture-validation-against-real-data.md,14,section,4.4,DSM distinguishes between pytest tests (function correctness on synthetic dat...,Tests vs Capability Experiments,Software projects use two distinct validation approaches. Understanding when ...,0.1293,67,15,True,match,
BACKLOG-049_fixture-validation-against-real-data.md,39,section,4.4,Add guidance to DSM 4.0 Section 4.4 (Tests vs Capability Experiments) or a ne...,Tests vs Capability Experiments,Software projects use two distinct validation approaches. Understanding when ...,0.2733,56,15,True,match,
BACKLOG-049_fixture-validation-against-real-data.md,66,section,4.4,- DSM 4.0 Section 4.4: Tests vs Capability Experiments,Tests vs Capability Experiments,Software projects use two distinct validation approaches. Understanding when ...,0.2783,41,15,True,match,
BACKLOG-049_fixture-validation-against-real-data.md,67,appendix,C.1.3,- Appendix C.1.3: Capability Experiment Template,Capability Experiment Template,"**When to Use:** Testing system behaviors, edge cases, or capabilities where ...",0.2835,36,37,True,match,
BACKLOG-049_fixture-validation-against-real-data.md,68,appendix,C.1.6,- Appendix C.1.6: Experiment Artifact Organization,Experiment Artifact Organization,**When to Use:** Any project conducting capability experiments (C.1.3) that n...,0.3838,44,18,True,match,
BACKLOG-053_dsm-central-project-hub.md,27,section,3,"- Quality standards (Section 3, Section 6.2)",Standards to Follow,**Documentation Style:**,0.0736,40,4,True,drift,
BACKLOG-053_dsm-central-project-hub.md,27,section,6.2,"- Quality standards (Section 3, Section 6.2)",Quality Assurance,,0.0000,40,2,False,insufficient,
BACKLOG-053_dsm-central-project-hub.md,34,section,6.5,- Cross-project governance (Section 6.5),Gateway Review Protocol,,0.0941,34,3,True,drift,
BACKLOG-053_dsm-central-project-hub.md,91,section,6.5,3. Document hub role in DSM (new section or Section 6.5 extension),Gateway Review Protocol,,0.0000,39,3,True,drift,
BACKLOG-054_coding-anti-patterns-guide.md,14,section,3.2.3,Add coding anti-patterns sections to DSM as counterpart to existing best prac...,Code Quality Guidelines,**For Academic/Exploratory Work:**,0.0943,56,6,True,drift,
BACKLOG-054_coding-anti-patterns-guide.md,26,section,3.3,### Option A: New Section 3.3 in Main Methodology,File Naming Standards,,0.0000,48,3,True,drift,
BACKLOG-054_coding-anti-patterns-guide.md,27,section,3.3,- Section 3.3: Coding Anti-Patterns,File Naming Standards,,0.0000,43,3,True,drift,
BACKLOG-054_coding-anti-patterns-guide.md,28,section,3.3.1,- Section 3.3.1: Python Anti-Patterns,Notebook Naming,**Standard Pattern:**,0.0000,39,4,True,drift,
BACKLOG-054_coding-anti-patterns-guide.md,29,section,3.3.2,- Section 3.3.2: Data Science Anti-Patterns,Data File Naming,**Pattern:**,0.0270,41,4,True,drift,
BACKLOG-054_coding-anti-patterns-guide.md,30,section,3.3.3,- Section 3.3.3: ML Engineering Anti-Patterns,Output File Naming,**Deliverables:**,0.0000,42,4,True,drift,
BACKLOG-054_coding-anti-patterns-guide.md,31,section,3.3.4,- Section 3.3.4: Agent Collaboration Anti-Patterns,Complete File Naming Guide,"For comprehensive file naming standards across all project types, see: **`1.2...",0.0000,38,12,True,drift,
BACKLOG-054_coding-anti-patterns-guide.md,105,section,2.2.5,| Section 2.2.5 | EDA pitfalls | DS coding patterns |,Common Pitfalls,**Pitfall 1: Insufficient Cohort Documentation**,0.2051,55,7,True,match,
BACKLOG-054_coding-anti-patterns-guide.md,106,section,2.3.5,| Section 2.3.5 | Feature eng pitfalls | ML engineering patterns |,Common Pitfalls,**Pitfall 1: Data Leakage**,0.2183,60,6,True,match,
BACKLOG-054_coding-anti-patterns-guide.md,107,section,2.4.5,| Section 2.4.5 | Analysis pitfalls | Python fundamentals |,Common Pitfalls,**Pitfall 1: Overfitting to Validation Metrics**,0.1921,61,7,True,match,
BACKLOG-054_coding-anti-patterns-guide.md,108,section,3.2.3,| Section 3.2.3 | Code quality guidelines | What NOT to do counterpart |,Code Quality Guidelines,**For Academic/Exploratory Work:**,0.1070,62,6,True,match,
BACKLOG-054_coding-anti-patterns-guide.md,109,section,6.1,| Section 6.1 | Session management | Agent collaboration anti-patterns |,Session Management,,0.0000,54,2,False,insufficient,
BACKLOG-054_coding-anti-patterns-guide.md,110,section,7,| Section 7 | Agent interaction | Agent-specific coding risks |,Tips for Success,,0.0000,48,2,False,insufficient,
BACKLOG-058_unified-workflow-in-dsm0.md,20,section,6.5.6,"| Hub-and-Spoke / Central Project Hub | Main Methodology (DSM_1.0, Section 6....",DSM as Central Project Hub,DSM Central serves a dual role in the ecosystem:,0.1636,58,10,True,match,
BACKLOG-058_unified-workflow-in-dsm0.md,21,section,6.5,"| Gateway Review Protocol | Main Methodology (DSM_1.0, Section 6.5) |",Gateway Review Protocol,,0.2251,64,3,True,match,
BACKLOG-058_unified-workflow-in-dsm0.md,27,section,6.4,"| Feedback loop | Main Methodology (DSM_1.0, Section 6.4) |",Checkpoint and Feedback Protocol,,0.0936,76,3,True,drift,
BACKLOG-058_unified-workflow-in-dsm0.md,46,section,6.5,"- ""For gateway reviews and feedback, see DSM_1.0 Section 6.5""",Gateway Review Protocol,,0.1105,47,3,True,match,
BACKLOG-059_setup-scripts-modernization.md,53,section,2.1,4. **Update DSM_1.0 Section 2.1** to reflect the chosen approach,Phase 0: Environment Setup,,0.1157,51,4,True,match,
BACKLOG-059_setup-scripts-modernization.md,64,section,2.1,- [ ] DSM_1.0 Section 2.1 updated accordingly,Phase 0: Environment Setup,,0.1872,39,4,True,match,
BACKLOG-060_standardize-feedback-handover-prompt.md,45,section,6.4.5,### 3. Document in DSM_1.0 Section 6.4.5,Project Feedback Deliverables,"At project start, create two feedback files in `docs/feedback/`. These files ...",0.3247,66,29,True,match,
BACKLOG-060_standardize-feedback-handover-prompt.md,51,section,6,- [x] Prompt template in DSM_3 Implementation Guide (Section 6),Common Patterns,,0.0000,58,2,False,insufficient,
BACKLOG-060_standardize-feedback-handover-prompt.md,53,section,6.4.5,- [x] Section 6.4.5 updated with handover process,Project Feedback Deliverables,"At project start, create two feedback files in `docs/feedback/`. These files ...",0.2102,50,29,True,match,
BACKLOG-061_experiment-framework-surfacing.md,14,section,5.2.1,DSM has a comprehensive experiment framework (C.1.3 Capability Experiment Tem...,Experiment Tracking,**When to Use:**,0.3324,99,4,True,match,
BACKLOG-061_experiment-framework-surfacing.md,14,section,4.4,DSM has a comprehensive experiment framework (C.1.3 Capability Experiment Tem...,Tests vs Capability Experiments,Software projects use two distinct validation approaches. Understanding when ...,0.0989,99,15,True,drift,
BACKLOG-061_experiment-framework-surfacing.md,14,section,5,DSM has a comprehensive experiment framework (C.1.3 Capability Experiment Tem...,Pull Request Process,**Update Documentation:**,0.0000,99,5,True,drift,
BACKLOG-061_experiment-framework-surfacing.md,14,appendix,C,DSM has a comprehensive experiment framework (C.1.3 Capability Experiment Tem...,Advanced Practices Detailed,**File:** `DSM_1.0_Methodology_Appendices.md` (Section C) **Purpose:** Implem...,0.0332,99,13,True,drift,
BACKLOG-061_experiment-framework-surfacing.md,20,appendix,C.1,1. **Sprint Plan Template (PM Guidelines Template 8):** For phases involving ...,Experiment Tracking Implementation,"**When to Use:** ML projects with multiple model iterations, parameter tuning...",0.1381,130,14,True,match,
BACKLOG-061_experiment-framework-surfacing.md,21,section,2,"2. **Custom Instructions template (DSM_3 Section 2):** Add a ""Phase-to-DSM-Se...",Making Changes,**Fork and Clone:**,0.0000,86,4,True,drift,
BACKLOG-061_experiment-framework-surfacing.md,21,section,5.2.1,"2. **Custom Instructions template (DSM_3 Section 2):** Add a ""Phase-to-DSM-Se...",Experiment Tracking,**When to Use:**,0.2506,86,4,True,match,
BACKLOG-061_experiment-framework-surfacing.md,21,section,4.4,"2. **Custom Instructions template (DSM_3 Section 2):** Add a ""Phase-to-DSM-Se...",Tests vs Capability Experiments,Software projects use two distinct validation approaches. Understanding when ...,0.0000,86,15,True,drift,
BACKLOG-061_experiment-framework-surfacing.md,21,appendix,C.1,"2. **Custom Instructions template (DSM_3 Section 2):** Add a ""Phase-to-DSM-Se...",Experiment Tracking Implementation,"**When to Use:** ML projects with multiple model iterations, parameter tuning...",0.1029,86,14,True,match,
BACKLOG-063_intra-sprint-documentation-cadence.md,21,section,6.4.1,2. **Section 6.4.1:** Clarify that checkpoints should occur at significant mi...,Milestone Checkpoints,"After each significant milestone (sprint day, phase completion, major feature):",0.3114,92,10,True,match,
BACKLOG-063_intra-sprint-documentation-cadence.md,26,section,6.4.1,- [x] Section 6.4.1 updated with intra-sprint checkpoint guidance,Milestone Checkpoints,"After each significant milestone (sprint day, phase completion, major feature):",0.2326,48,10,True,match,
BACKLOG-066_blog-workflow-refinements.md,16,section,6.4.5,1. **Blog/feedback separation:** Section 6.4.5 groups blog materials with DSM...,Project Feedback Deliverables,"At project start, create two feedback files in `docs/feedback/`. These files ...",0.2347,86,29,True,match,
BACKLOG-066_blog-workflow-refinements.md,18,section,2.5.6,2. **No naming convention:** Section 2.5.6 defines the blog process but not f...,Blog/Communication Deliverable Process,"When a project includes a public communication deliverable (blog post, articl...",0.3002,101,15,True,match,
BACKLOG-066_blog-workflow-refinements.md,20,section,2.5.6,3. **No style guide or platform conventions:** Section 2.5.6 defines the writ...,Blog/Communication Deliverable Process,"When a project includes a public communication deliverable (blog post, articl...",0.2974,117,15,True,match,
BACKLOG-066_blog-workflow-refinements.md,20,section,2.5.7,3. **No style guide or platform conventions:** Section 2.5.6 defines the writ...,Publication Strategy,"When publishing on LinkedIn or similar platforms, a project blog produces thr...",0.1893,117,12,True,match,
BACKLOG-066_blog-workflow-refinements.md,24,section,6.4.5,1. **Section 6.4.5:** Distinguish between DSM feedback files (`docs/feedback/...,Project Feedback Deliverables,"At project start, create two feedback files in `docs/feedback/`. These files ...",0.1286,123,29,True,match,
BACKLOG-066_blog-workflow-refinements.md,25,section,2.5.6,2. **Section 2.5.6:** Add naming convention: `blog-materials-{scope}.md` (col...,Blog/Communication Deliverable Process,"When a project includes a public communication deliverable (blog post, articl...",0.2510,108,15,True,match,
BACKLOG-066_blog-workflow-refinements.md,26,section,2.5.9,3. **Section 2.5.9 (new):** Blog Style Guide template covering: long-form con...,Blog Style Guide,"When writing blog posts and LinkedIn content, follow these conventions to mai...",0.3115,86,16,True,match,
BACKLOG-066_blog-workflow-refinements.md,31,section,6.4.5,- [x] Section 6.4.5 separates blog from feedback,Project Feedback Deliverables,"At project start, create two feedback files in `docs/feedback/`. These files ...",0.0741,68,29,True,drift,
BACKLOG-066_blog-workflow-refinements.md,32,section,2.5.6,- [x] Section 2.5.6 includes naming convention,Blog/Communication Deliverable Process,"When a project includes a public communication deliverable (blog post, articl...",0.2204,41,15,True,match,
BACKLOG-066_blog-workflow-refinements.md,33,section,2.5.9,- [x] Section 2.5.9 Blog Style Guide added,Blog Style Guide,"When writing blog posts and LinkedIn content, follow these conventions to mai...",0.2462,45,16,True,match,
BACKLOG-068_hub-to-spoke-project-kickoff.md,14,section,6,"DSM documents spoke-to-hub feedback handover (DSM_3 Section 6, BACKLOG-060) b...",Common Patterns,,0.0000,68,2,False,insufficient,
BACKLOG-068_hub-to-spoke-project-kickoff.md,56,section,10.1,"Hub provides governance and direction (scope, scaffolding, research prompts);...",Applicable DSM Sections,,0.0000,57,3,True,drift,
BACKLOG-068_hub-to-spoke-project-kickoff.md,60,section,6.2,"1. **DSM_3**: Add Section 6.2 ""Hub-to-Spoke Project Kickoff"" (inverse of Sect...",Quality Assurance,,0.0000,62,2,False,insufficient,
BACKLOG-068_hub-to-spoke-project-kickoff.md,60,section,6.1,"1. **DSM_3**: Add Section 6.2 ""Hub-to-Spoke Project Kickoff"" (inverse of Sect...",Session Management,,0.0000,62,2,False,insufficient,
BACKLOG-068_hub-to-spoke-project-kickoff.md,65,section,6.5,"3. **DSM_1.0 Section 6.5**: Add Gateway 0.5 (preliminary scope approved, read...",Gateway Review Protocol,,0.1132,49,3,True,match,
BACKLOG-068_hub-to-spoke-project-kickoff.md,71,section,10.1,- Scaffolding principle: docs/research/multi_agent_collaboration_preliminary_...,Applicable DSM Sections,,0.0000,35,3,True,drift,
BACKLOG-068_hub-to-spoke-project-kickoff.md,72,section,6.5,- Gateway reviews: DSM_1.0 Section 6.5,Gateway Review Protocol,,0.1266,33,3,True,match,
BACKLOG-075_session-wrap-up-protocol.md,21,section,6.1,"DSM_1.0 Section 6.1 covers session management for spoke projects (handoffs, t...",Session Management,,0.0000,44,2,False,insufficient,
BACKLOG-075_session-wrap-up-protocol.md,26,section,6.1,"- CLAUDE.md has a ""Session Management"" section referencing Section 6.1 (spoke...",Session Management,,0.0000,39,2,False,insufficient,
BACKLOG-075_session-wrap-up-protocol.md,33,section,6.1,2. **DSM_1.0 Section 6.1**: Add subsection for hub session management (distin...,Session Management,,0.0000,42,2,False,insufficient,
BACKLOG-075_session-wrap-up-protocol.md,40,section,6.1,- DSM_1.0 Section 6.1: Session Management (spoke-focused),Session Management,,0.0000,43,2,False,insufficient,
BACKLOG-075_session-wrap-up-protocol.md,46,section,6.1.5,- [x] DSM_1.0 Section 6.1.5 Session Close-Out Protocol (universal + hub + spoke),Session Close-Out Protocol,"**Purpose:** Standardize session endings to prevent data loss, maintain conti...",0.2013,57,15,True,match,
BACKLOG-075_session-wrap-up-protocol.md,49,section,6.1.5,- [x] DSM_0.2 Session Management references Section 6.1.5,Session Close-Out Protocol,"**Purpose:** Standardize session endings to prevent data loss, maintain conti...",0.1695,47,15,True,match,
BACKLOG-075_session-wrap-up-protocol.md,50,section,6.1.5,- [x] DSM_0 daily workflow references Section 6.1.5,Session Close-Out Protocol,"**Purpose:** Standardize session endings to prevent data loss, maintain conti...",0.0670,35,15,True,drift,
BACKLOG-076_dsm-central-self-compliance-audit.md,72,section,5.2.1,- Section 5.2.1 reference: verified as valid (Experiment Tracking exists),Experiment Tracking,**When to Use:**,0.1502,46,4,True,match,
BACKLOG-076_dsm-central-self-compliance-audit.md,86,section,6.1.5,- Session wrap-up checklist: PASS (references Section 6.1.5),Session Close-Out Protocol,"**Purpose:** Standardize session endings to prevent data loss, maintain conti...",0.0677,60,15,True,drift,
BACKLOG-076_dsm-central-self-compliance-audit.md,94,section,2,"- DSM_4.0: 7 places (Section 2 rewritten: unified in-repo pattern, migration ...",Making Changes,**Fork and Clone:**,0.0000,61,4,True,drift,
BACKLOG-076_dsm-central-self-compliance-audit.md,98,section,2,in the original scope (7 + 5 = 12 extra). DSM_4.0 Section 2 required significant,Making Changes,**Fork and Clone:**,0.0000,49,4,True,drift,
BACKLOG-079_documentation-project-type.md,22,section,2.5,"| `docs/`, markdown-only, no `notebooks/` or `src/` | Documentation | DSM 2.0...",Phase 4: Communication,,0.1624,67,3,True,match,
BACKLOG-079_documentation-project-type.md,29,section,2.5,"- [x] Applicable DSM sections identified: DSM 2.0 (PM Guidelines), Section 2....",Phase 4: Communication,,0.1511,80,3,True,match,
BACKLOG-079_documentation-project-type.md,29,section,6.1,"- [x] Applicable DSM sections identified: DSM 2.0 (PM Guidelines), Section 2....",Session Management,,0.0000,80,2,False,insufficient,
BACKLOG-080_documentation-project-best-practices.md,7,section,2.5,**Origin:** Gap found during BACKLOG-079 implementation; DSM_0.2 Documentatio...,Phase 4: Communication,,0.0000,30,3,True,drift,
BACKLOG-080_documentation-project-best-practices.md,14,section,2.5,"BACKLOG-079 added a ""Documentation"" row to the DSM_0.2 Project Type Detection...",Phase 4: Communication,,0.1727,82,3,True,match,
BACKLOG-080_documentation-project-best-practices.md,14,section,2.5,"BACKLOG-079 added a ""Documentation"" row to the DSM_0.2 Project Type Detection...",Phase 4: Communication,,0.1727,82,3,True,match,
BACKLOG-080_documentation-project-best-practices.md,14,section,2.5,"BACKLOG-079 added a ""Documentation"" row to the DSM_0.2 Project Type Detection...",Phase 4: Communication,,0.1727,82,3,True,match,
BACKLOG-085_dsm-ecosystem-framing-clarity.md,39,section,7,"- [x] Canonical external descriptions (short, medium, full) documented in DSM...",Tips for Success,,0.0000,74,2,False,insufficient,
BACKLOG-089_anti-pattern-requirements.md,74,section,4.1,"- **Secondary:** DSM_4.0 (Software Engineering), retrofit Section 4.1",Decision Log Framework,,0.0000,52,3,True,drift,
BACKLOG-095_blog-post-metadata-template.md,14,section,2.5.6,Section 2.5.6 (Blog/Communication Deliverable Process) specifies the overall ...,Blog/Communication Deliverable Process,"When a project includes a public communication deliverable (blog post, articl...",0.4242,57,15,True,match,
BACKLOG-095_blog-post-metadata-template.md,18,section,2.5.6,Add a blog post metadata template to Section 2.5.6 or DSM_0.1 (Blog Artifacts):,Blog/Communication Deliverable Process,"When a project includes a public communication deliverable (blog post, articl...",0.4198,66,15,True,match,
BACKLOG-095_blog-post-metadata-template.md,37,section,2.5.6,- Add metadata template to DSM_0.1 Blog Artifacts section or DSM_1.0 Section ...,Blog/Communication Deliverable Process,"When a project includes a public communication deliverable (blog post, articl...",0.1405,58,15,True,match,
BACKLOG-097_docs-guides-subfolder.md,14,section,2,DSM 4.0 Section 2 defines `docs/` subfolders exclusively for project-manageme...,Making Changes,**Fork and Clone:**,0.0000,61,4,True,drift,
BACKLOG-097_docs-guides-subfolder.md,18,section,2,Add `docs/guides/` as a standard subfolder in DSM_4.0 Section 2 project struc...,Making Changes,**Fork and Clone:**,0.0000,62,4,True,drift,
BACKLOG-097_docs-guides-subfolder.md,38,section,2,- Add `docs/guides/` to DSM_4.0 Section 2 project structure template,Making Changes,**Fork and Clone:**,0.0506,53,4,True,drift,
BACKLOG-097_docs-guides-subfolder.md,40,section,2,- Update DSM_0 if Section 2 listing changes,Making Changes,**Fork and Clone:**,0.0523,48,4,True,drift,
BACKLOG-098_mermaid-diagram-recommendation.md,14,section,2.5.6,"Blog posts benefit from visual diagrams (architecture, workflows, pipelines),...",Blog/Communication Deliverable Process,"When a project includes a public communication deliverable (blog post, articl...",0.0675,58,15,True,drift,
BACKLOG-098_mermaid-diagram-recommendation.md,18,section,2.5.6,Add a Mermaid diagram recommendation to Section 2.5.6 or DSM_0.1:,Blog/Communication Deliverable Process,"When a project includes a public communication deliverable (blog post, articl...",0.0705,77,15,True,drift,
